Id,Start,Name,Impact,Currency
dd7b781b-c422-4654-91d2-ad51be06f9b6,7/26/2024 12:30,Core Personal Consumption Expenditures - Price Index (MoM),HIGH,USD
4c90b97b-f39b-4300-8640-747ed4f70e06,7/26/2024 12:30,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
17b524dc-cef0-4d8f-afaa-603a34067bea,7/31/2024 12:15,ADP Employment Change,HIGH,USD
e69b822c-5260-4c64-8ba0-96a2f7b86b81,7/31/2024 18:00,Fed Interest Rate Decision,HIGH,USD
066cb2d8-e6aa-4658-89f4-11f9eb8925ca,7/31/2024 18:00,Fed Monetary Policy Statement,HIGH,USD
982fe3c1-d98f-4f36-9d53-b17609163975,7/31/2024 18:30,Fed's Chair Powell speech,HIGH,USD
474d8afb-7871-4525-83fe-57c588147326,7/31/2024 18:30,FOMC Press Conference,HIGH,USD
70c9f73b-966c-4f4f-adcc-3cf59323a8b0,8/1/2024 14:00,ISM Manufacturing PMI,HIGH,USD
d6608227-fc15-4411-8b5a-87e1bfa6818a,8/2/2024 12:30,Average Hourly Earnings (MoM),HIGH,USD
8785209f-c9c4-40c4-bbf9-03ac8d0f0f2c,8/2/2024 12:30,Average Hourly Earnings (YoY),HIGH,USD
31cd7767-6011-4122-80df-d3f72915b277,8/2/2024 12:30,Nonfarm Payrolls,HIGH,USD
a27219a6-eb7b-471d-afe4-dcfff48377d0,8/5/2024 14:00,ISM Services PMI,HIGH,USD
4cb06579-af30-4022-9cbd-b654d16924d7,8/13/2024 12:30,Producer Price Index ex Food & Energy (YoY),HIGH,USD
ae91dcf5-0223-4ab5-bbb6-65b2a208e41a,8/14/2024 12:30,Consumer Price Index (MoM),HIGH,USD
0d3befa2-3de5-4ff5-be1e-d7547d80ad26,8/14/2024 12:30,Consumer Price Index (YoY),HIGH,USD
664cbc74-af75-42a6-9f7e-f1cbcec3f48d,8/14/2024 12:30,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
eee5b4bf-b85c-44e7-939e-5883bdbc8035,8/14/2024 12:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
57be1b76-a29e-4801-be5a-5a34eb1251d8,8/15/2024 12:30,Retail Sales (MoM),HIGH,USD
be44aa68-7dd9-430f-89cf-96464f7d950a,8/15/2024 12:30,Retail Sales Control Group,HIGH,USD
4e6d413f-bb26-4f96-bac4-6557f101b082,8/16/2024 14:00,Michigan Consumer Sentiment Index,HIGH,USD
f918dfff-3bdd-4941-8b07-043333423c1f,8/21/2024 18:00,FOMC Minutes,HIGH,USD
27e9ab07-bfcd-4e07-9a79-a393898b6494,8/22/2024 0:00,Jackson Hole Symposium,HIGH,USD
4bb4f7c6-f815-49aa-94c9-a5e317f19749,8/22/2024 13:45,S&P Global Manufacturing PMI,HIGH,USD
7370230e-7809-499b-99f0-9fa947a0a5fe,8/22/2024 13:45,S&P Global Services PMI,HIGH,USD
20cb304b-90de-42be-858d-dd2888b850f6,8/23/2024 0:00,Jackson Hole Symposium,HIGH,USD
84dc6495-645c-48b1-b103-8a59e8234ea9,8/23/2024 14:00,Fed's Chair Powell speech,HIGH,USD
7eaa9dbc-d0ce-4139-a422-9a5b2c5298f5,8/24/2024 0:00,Jackson Hole Symposium,HIGH,USD
0edec41f-3868-4437-8f57-130c6193c40b,8/29/2024 12:30,Gross Domestic Product Annualized,HIGH,USD
b66d93fe-2fc4-48e7-b5da-769d35d73d79,8/30/2024 12:30,Core Personal Consumption Expenditures - Price Index (MoM),HIGH,USD
134260b4-defc-45ca-a133-65976aa2e4fe,8/30/2024 12:30,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
7bd664bd-0bb1-4003-a140-7c3b7be2fd90,9/3/2024 14:00,ISM Manufacturing PMI,HIGH,USD
6ddd5d07-9c64-4971-ba5b-15d673b415ab,9/5/2024 12:15,ADP Employment Change,HIGH,USD
1624b9ca-dd95-428e-91f4-0fc07757738c,9/5/2024 14:00,ISM Services PMI,HIGH,USD
64cde5ec-4ff1-4bd0-9ab2-a9e5c5c41f96,9/6/2024 12:30,Average Hourly Earnings (MoM),HIGH,USD
f93348c0-3fad-47ed-95ff-0b873dea699d,9/6/2024 12:30,Average Hourly Earnings (YoY),HIGH,USD
ab8af925-3320-4dd3-a5d1-c3f48bd19a76,9/6/2024 12:30,Nonfarm Payrolls,HIGH,USD
e5aa6af7-396b-4f20-856b-4b377e5ae85e,9/11/2024 1:00,Presidential Debate,HIGH,USD
c618959a-c2f8-4d84-8b4f-8f4ca7e6175a,9/11/2024 12:30,Consumer Price Index (MoM),HIGH,USD
1e88932a-2140-4758-832d-6d67b9c6af5d,9/11/2024 12:30,Consumer Price Index (YoY),HIGH,USD
80a4209d-b348-478d-ab3b-26486ede8325,9/11/2024 12:30,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
385b8790-5c3e-49e9-bf81-4bff7dfa6031,9/11/2024 12:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
b49e0329-d9a4-4984-83c3-8137dfda1c52,9/12/2024 12:30,Producer Price Index ex Food & Energy (YoY),HIGH,USD
cb2010cc-4bfe-4fd8-9920-b6ccd819c57d,9/13/2024 14:00,Michigan Consumer Sentiment Index,HIGH,USD
70f20cbc-0560-4412-bb4e-78c11f289a08,9/17/2024 12:30,Retail Sales (MoM),HIGH,USD
a3f11b85-f375-40f7-ace4-5d3904680079,9/17/2024 12:30,Retail Sales Control Group,HIGH,USD
99ae9158-1a84-4b97-875f-061074285a06,9/18/2024 18:00,Fed Interest Rate Decision,HIGH,USD
29dd443a-53fa-40e9-8b8c-094a38670855,9/18/2024 18:00,Fed Monetary Policy Statement,HIGH,USD
d40e23e5-5763-47e9-94d9-00ae6c5846b5,9/18/2024 18:00,FOMC Economic Projections,HIGH,USD
c1e6c68b-6878-4617-9fe9-c32906168b65,9/18/2024 18:00,Interest Rate Projections - 1st year,HIGH,USD
e4ca80fe-45dc-4b78-931d-933000cdd60a,9/18/2024 18:00,Interest Rate Projections - 2nd year,HIGH,USD
f41b3df3-4fe4-4fe6-a20e-4fe8bbac7385,9/18/2024 18:00,Interest Rate Projections - 3rd year,HIGH,USD
9205ad79-91b1-4c89-81b8-bff0cb9263a3,9/18/2024 18:00,Interest Rate Projections - Current,HIGH,USD
c1824fe5-4606-4f1b-a28f-aa507c78f57e,9/18/2024 18:00,Interest Rate Projections - Longer,HIGH,USD
7e7a5992-6e11-4fbf-839f-738c1d6d0fbd,9/18/2024 18:30,FOMC Press Conference,HIGH,USD
295bb3e8-f623-4571-aa67-d244894e3971,9/23/2024 13:45,S&P Global Manufacturing PMI,HIGH,USD
37b09982-8f33-46d6-9ba7-84a5d7b8ef82,9/23/2024 13:45,S&P Global Services PMI,HIGH,USD
e32c80cd-14e1-4621-b1df-1b9ecb60e049,9/26/2024 12:30,Gross Domestic Product Annualized,HIGH,USD
c3cea3d9-fd79-42fd-a612-b98a82eb2091,9/26/2024 13:20,Fed's Chair Powell speech,HIGH,USD
a5fb75aa-3e85-4c7f-8755-faea986dad06,9/27/2024 12:30,Core Personal Consumption Expenditures - Price Index (MoM),HIGH,USD
b8de50ef-bd88-4180-a6eb-815d1da91b9d,9/27/2024 12:30,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
0db968f0-6926-45a9-af81-8a42e71d402d,9/30/2024 18:00,Fed's Chair Powell speech,HIGH,USD
9520e1db-b5cb-47c4-8b80-99da15876c5a,10/1/2024 14:00,ISM Manufacturing PMI,HIGH,USD
239a0ed5-ff3d-46a4-a689-f51a6ba82e99,10/2/2024 12:15,ADP Employment Change,HIGH,USD
78cbf0b6-a21f-4ff0-a3d2-a1d42fe06782,10/3/2024 14:00,ISM Services PMI,HIGH,USD
bf9cb126-68a2-451e-9632-b0c5e2f5b2d0,10/4/2024 12:30,Average Hourly Earnings (MoM),HIGH,USD
aadc8351-1291-412d-8e89-1fc7f0c45396,10/4/2024 12:30,Average Hourly Earnings (YoY),HIGH,USD
864cc8a9-9de3-468e-bd7d-3bee52ad1267,10/4/2024 12:30,Nonfarm Payrolls,HIGH,USD
928dcb05-f76d-4caa-8347-39fe0f63b666,10/9/2024 18:00,FOMC Minutes,HIGH,USD
b5e85594-5001-4bc6-95e8-087f9f877640,10/10/2024 12:30,Consumer Price Index (MoM),HIGH,USD
74069a03-5aee-49f0-9b0d-5401572c718b,10/10/2024 12:30,Consumer Price Index (YoY),HIGH,USD
d78b0fcf-7c20-42c4-ad74-065e8226b525,10/10/2024 12:30,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
d8009df6-f719-428c-8d05-3e6b156e6df3,10/10/2024 12:30,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
593ea56a-63e3-493f-ba37-edef403858aa,10/11/2024 12:30,Producer Price Index ex Food & Energy (YoY),HIGH,USD
b408460d-94ba-488b-a52e-91307a48a6bc,10/11/2024 14:00,Michigan Consumer Sentiment Index,HIGH,USD
7037085e-6014-4b13-bb35-3db4acd3c281,10/17/2024 12:30,Retail Sales (MoM),HIGH,USD
bd435db9-1e17-4f8c-ba8b-5806e19da971,10/17/2024 12:30,Retail Sales Control Group,HIGH,USD
df2b9ff3-30eb-4bec-8a58-426cfba5c8ff,10/24/2024 13:45,S&P Global Manufacturing PMI,HIGH,USD
40571900-e61b-43e1-916d-8fcae5117b11,10/24/2024 13:45,S&P Global Services PMI,HIGH,USD
4d8bb8bc-b714-41fb-a995-c7b55faecf05,10/30/2024 12:15,ADP Employment Change,HIGH,USD
b24ef0d4-67bd-4592-adac-9c50ff28774e,10/30/2024 12:30,Gross Domestic Product Annualized,HIGH,USD
9d192f6e-7db9-4e1b-80fc-64a37206f6cd,10/31/2024 12:30,Core Personal Consumption Expenditures - Price Index (MoM),HIGH,USD
c847d73a-316b-418e-bbd2-c2d0d2e6d4e6,10/31/2024 12:30,Core Personal Consumption Expenditures - Price Index (YoY),HIGH,USD
